业务域编号,业务域,流程组编号,流程组名称,流程编号,流程名称,子流程编号,子流程名称,信息流图名称,业务表名称,是否输出业务项,线上线下输出物名称,对比业务表名称,SAP模块代码,SAP口令代码,目前表号,新表号,权威数据源系统1,权威数据源系统2,是否已挂附件,系统名称,操作,数据分布表编号,数据分布表名称,表责任部门,问题或建议,核查结果,来源文件,来源部门
14,集成制造,14.5,制造工艺设计管理,14.5.10,ERP物料主数据维护,,,14.5.10ERP物料主数据维护,物料主数据导入表-MRP与工作计划视图,是,物料主数据导入表-MRP与工作计划视图(MM03),,MM,MM03,FM1206-39.3,,ERP,,,PDM/ERP,C/U,FM1206-39.3,物料主数据导入表-MRP与工作计划视图,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.10,ERP物料主数据维护,,,14.5.10ERP物料主数据维护,物料主数据导入表-销售视图,是,物料主数据导入表-销售视图(MM03),,MM,MM03,FM1206-39.4,,ERP,,,PDM/ERP,C/U,FM1206-39.4,物料主数据导入表-销售视图,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.10,ERP物料主数据维护,,,14.5.10ERP物料主数据维护,物料主数据导入表-会计与成本视图,是,物料主数据导入表-会计与成本视图(MM03),,MM,MM03,FM1206-39.5,,ERP,,,PDM/ERP,C/U,FM1206-39.5,物料主数据导入表-会计与成本视图,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,图纸、数模等,否,,,,,,,,,,CPM/线下,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,工序目录,否,,,,,,,,,,PDM,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,工艺规范,否,,,,,,,,,,CPM,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,MBOM基础表,否,,,,,,,,,,线下,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,装配工时标准,否,,,,,,,,,,OA,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,材料定额,否,,,,,,,,,,线下,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,装配标准工时定额表,是,装配标准工时定额表,1,,,FM1206-78,,PDM,,,PDM,C/U,FM1206-78,装配标准工时定额表,数字工程部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,装配标准工时汇总表,是,装配标准工时汇总表,1,,,FM1206-77,,PDM,,,PDM,C/U,FM1206-77,装配标准工时汇总表,数字工程部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,线束材料定额,否,,,,,,,,,,线下,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,零件制造工时标准,否,,,,,,,,,,OA,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,复材基础数据表复材工时定额,否,,,,,,,,,,PDM,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,钣金、机加、表面处理及装配基础数据表,是,钣金、机加、表面处理及装配基础数据表,1,,,FM1206-14,,PDM,,,PDM,C/U,FM1206-14,钣金、机加、表面处理及装配基础数据表,数字工程部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.11,工时定额管理,,,1、信息流图---14.5.11工时定额编制20250910,复材基础数据表,是,复材基础数据表,1,,,FM1206-15,,PDM,,,PDM,C/U,FM1206-15,复材基础数据表,数字工程部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.12,材料和外购件的代用,,,14.5.12材料和外购件的代用管理,图纸、数模等,否,,,,,,,,,,CPM,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.12,材料和外购件的代用,,,14.5.12材料和外购件的代用管理,工艺规范,否,,,,,,,,,,CPM,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.12,材料和外购件的代用,,,14.5.12材料和外购件的代用管理,国外转包项目代料需求,否,,,,,,,,,,/,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.12,材料和外购件的代用,,,14.5.12材料和外购件的代用管理,国内项目代料需求,否,,,,,,,,,,/,R,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.5,制造工艺设计管理,14.5.12,材料和外购件的代用,,,14.5.12材料和外购件的代用管理,代料单,是,代料单,1,,,FM1207-50,,纸质,,,线下,C/U,,,数字工程部,,OK,集成制造/数字工程部一图三表汇总及信息流图/一图三表数字工程部汇总清单0929.xlsx,数字工程部,
14,集成制造,14.1,生产计划管理,14.1.1,订单执行策划,,,信息流图--订单执行策划,产品销售进度表,是,产品销售进度表封面,,,,FM1103-04,,OA,,,OA,C/U,FM1103-04,产品销售进度表,项目管理部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.1,订单执行策划,,,信息流图--订单执行策划,销售订单评审信息表,否,,,,,,,OA,,,OA,R,FM1103-08,销售订单评审信息表,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.2,项目主进度计划策划,,,信息流图---项目主进度计划策划,销售进度表,否,,,,,,,,,,OA,C,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.2,项目主进度计划策划,,,信息流图---项目主进度计划策划,经营计划,否,,,,,,,,,,OA,R,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.2,项目主进度计划策划,,,信息流图---项目主进度计划策划,架次流程图,否,,,,,,,,,,CPM,R,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.2,项目主进度计划策划,,,信息流图---项目主进度计划策划,TBOM,否,,,,,,,,,,ERP,R,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.2,项目主进度计划策划,,,信息流图---项目主进度计划策划,项目主进度计划,是,项目主进度计划(PS-CJ20N),,PS,CJ20N,FM1602-02,,ERP,,,ERP,C/U,FM1602-02,项目主进度计划,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.3,项目临时需求计划策划,,,信息流图---项目临时需求计划策划,BOM,否,,,,,,,,,,ERP,U,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.3,项目临时需求计划策划,,,信息流图---项目临时需求计划策划,项目临时需求计划,是,项目临时计划（MM-MB23),,MM,MB23,FM1602-03,,ERP,,,ERP,U,FM1602-03,临时计划需求计划,项目管理部,对比业务表名称（信息流图）和线上线下输出物名称描述不全，不一致，完全拉齐,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.4,装配用物料需求计划策划,,,信息流图---装配用物料需求计划策划,项目主进度计划,否,,,,,,,,,,OA/ERP,C,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.4,装配用物料需求计划策划,,,信息流图---装配用物料需求计划策划,BOM,否,,,,,,,,,,ERP,R,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.4,装配用物料需求计划策划,,,信息流图---装配用物料需求计划策划,主阶段计划I层,否,,,,,,,,,,ERP,C,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.4,装配用物料需求计划策划,,,信息流图---装配用物料需求计划策划,装配用物料需求计划,是,装配用物料需求计划,1,PS,,FM1602-04,,ERP,,,ERP,C,FM1602-04,装配用物料需求计划,项目管理部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.4,装配用物料需求计划策划,,,信息流图---装配用物料需求计划策划,装配用物料需求计划更改单,是,装配用物料需求计划更改单,1,PS,,无,FM1602-05,ERP,,,ERP,C,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.4,装配用物料需求计划策划,,,信息流图---装配用物料需求计划策划,物料计划日志,否,,,,,,,,,,KB/CPM,U,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.3,装配生产过程管理,14.3.2,装配生产派工及执行,,,信息流图--装配生产派工及执行,主进度计划,否,,,,,,,,,,OA/ERP,R,FM1602-02,主进度计划,项目管理部,输出业务项：否的，标红色的字不需要填写,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.3,装配生产过程管理,14.3.2,装配生产派工及执行,,,信息流图--装配生产派工及执行,项目临时计划表,否,,,,,,,,,,OA/ERP,R,FM1602-03,项目临时计划,项目管理部,输出业务项：否的，标红色的字不需要填写,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.3,装配生产过程管理,14.3.2,装配生产派工及执行,,,信息流图--装配生产派工及执行,主阶段计划,否,,,,,,,,,,ERP/OA,R,FM1602-01,主阶段计划,项目管理部,输出业务项：否的，标红色的字不需要填写,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.3,装配生产过程管理,14.3.2,装配生产派工及执行,,,信息流图--装配生产派工及执行,装配生产订单下达,是,装配生产订单下达（PP-CO05N),,PP,CO05N,,,ERP,,,ERP/CPM,C/U,COOIS,装配生产订单下达,项目管理部,输出业务项：否的，标红色的字不需要填写,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.3,装配生产过程管理,14.3.2,装配生产派工及执行,,,信息流图--装配生产派工及执行,装配计划订单,是,装配计划订单(PP-CO41),,PP,CO41,,,ERP,,,ERP,C/U,装配计划订单,装配计划订单,项目管理部,输出业务项：否的，标红色的字不需要填写,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.3,装配生产过程管理,14.3.2,装配生产派工及执行,,,信息流图--装配生产派工及执行,装配生产派工计划,是,工序计划派工,,,,,,MES,,,CPM,C/U,装配生产派工计划,装配生产派工计划,项目管理部,输出业务项：否的，标红色的字不需要填写,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.3,装配生产过程管理,14.3.4,产品交付管理,,,信息流图--产品交付管理,项目产品包装及运输要求信息表,是,项目产品包装及运输要求信息表,1,,,FM1409-02,,线下EXCEL,,,线下,C,FM1409-02,项目产品包装及运输要求信息表,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.3,装配生产过程管理,14.3.4,产品交付管理,,,信息流图--产品交付管理,产品发运通知,是,产品发运通知单,,,,FM1409-01,,线下EXCEL,,,线下,C,FM1409-01,产品发运通知单,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.7,工序外协计划策划,,,信息流图--工序外协计划策划,主进度计划,否,,,,,,,,,,OA/ERP,C,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.7,工序外协计划策划,,,信息流图--工序外协计划策划,主阶段计划,否,,,,,,,,,,OA/ERP,C,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.7,工序外协计划策划,,,信息流图--工序外协计划策划,项目临时需求计划,否,,,,,,,,,,ERP,C,,,项目管理部,,OK,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.1,生产计划管理,14.1.7,工序外协计划策划,,,信息流图--工序外协计划策划,工序外协需求评审报告,是,工序外协需求评审报告,1,,,无,GXWX01（待定）,OA,,,OA,C/U,GXWX01（待定）,工序外协需求评审报告,项目管理部,表单号缺失，应新增；线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,新程序，表单号未定,集成制造/项目管理部一图三表汇总及信息流图/一图三表项目管理部汇总清单0929.xlsx,项目管理部,
14,集成制造,14.3,装配生产过程管理,14.3.2,装配生产派工及执行,14.3.2.1,产品紧急放行,信息流图-集成制造业务域-制造质量管理-14.3.2.1产品紧急放行,紧急放行粘签,是,紧急放行粘签,1,,,FM1404-78,无,纸质,,,线下,C,FM1404-78,紧急放行粘签,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.3,装配生产过程管理,14.3.2,装配生产派工及执行,14.3.2.1,产品紧急放行,信息流图-集成制造业务域-制造质量管理-14.3.2.1产品紧急放行,产品紧急放行单,是,产品紧急放行单,1,,,FM1404-76,无,MES,,,线下,C,FM1404-76,产品紧急放行单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.3,装配生产过程管理,14.3.2,装配生产派工及执行,14.3.2.1,产品紧急放行,信息流图-集成制造业务域-制造质量管理-14.3.2.1产品紧急放行,器材紧急放行单,否,,,,,,,,,,线下,C/U/R,,,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.3,理化计量要求策划,14.8.3.2,工装定检,信息流图-集成制造业务域-工装工具管理-14.8.3.2工装定检,工艺装备备忘录,是,工艺装备备忘录,1,,,FM1405-15,,线下EXCEL,,,线下,R,FM1405-15,工艺装备备忘录,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.3,理化计量要求策划,14.8.3.2,工装定检,信息流图-集成制造业务域-工装工具管理-14.8.3.2工装定检,工艺装备定期检修计划表,是,工艺装备定期检修计划表,1,,,FM1405-24,,CPM,,,CPM,C/U,FM1405-24,工艺装备定期检修计划表,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.3,理化计量要求策划,14.8.3.2,工装定检,信息流图-集成制造业务域-工装工具管理-14.8.3.2工装定检,工装定检申请单,是,工装定检申请单,1,,,FM1405-18,,线下EXCEL,,,线下,C/U,FM1405-18,工装定检申请单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.3,理化计量要求策划,14.8.3.2,工装定检,信息流图-集成制造业务域-工装工具管理-14.8.3.2工装定检,工装定检检修记录,是,工装定检检修记录,1,,,FM1405-16,,线下EXCEL,,,线下,C/U,FM1405-16,工装定检检修记录,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.3,理化计量要求策划,14.8.3.2,工装定检,信息流图-集成制造业务域-工装工具管理-14.8.3.2工装定检,召回工装通知单,是,召回工装通知单,1,,,FM1405-19,,线下EXCEL,,,线下,C/U,FM1405-19,召回工装通知单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.3,理化计量要求策划,14.8.3.2,工装定检,信息流图-集成制造业务域-工装工具管理-14.8.3.2工装定检,工装定检技术要求,是,工装定检技术要求,1,,,FM1405-33,,线下EXCEL,,,线下,C/U,FM1405-33,工装定检技术要求,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.3,理化计量要求策划,14.8.3.2,工装定检,信息流图-集成制造业务域-工装工具管理-14.8.3.2工装定检,工装定检周期申请单,是,工装定检周期申请单,1,,,FM1405-52,,线下EXCEL,,,线下,C/U,FM1405-52,工装定检周期申请单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.1,产品检验策划,,,信息流图-集成制造业务域-制造质量管理-14.8.1产品检验策划,产品检验规程,是,产品检验规程,1,,,无,FM1404-82,纸质,,,线下,C/U,FM1404-82,产品检验规程,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.1,产品检验策划,,,信息流图-集成制造业务域-制造质量管理-14.8.1产品检验策划,顾客检验点清单,是,顾客检验点清单,1,,,无,FM1404-84,纸质,,,线下,C,FM1404-84,顾客检验点清单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.1,产品检验策划,,,信息流图-集成制造业务域-制造质量管理-14.8.1产品检验策划,适航检验点清单,是,适航检验点清单,1,,,无,FM1404-83,纸质,,,线下,C,FM1404-83,适航检验点清单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.1,产品检验策划,,,信息流图-集成制造业务域-制造质量管理-14.8.1产品检验策划,产品装配控制记录,否,,,,,,,,,,MES,U,,,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.1,产品检验策划,,,信息流图-集成制造业务域-制造质量管理-14.8.1产品检验策划,产品制造记录,否,,,,,,,,,,MES,U,,,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.2,包装运输质量策划,,,信息流图-集成制造业务域-制造质量管理-14.8.2包装运输质量策划,包装运输检验清单,是,包装运输检验清单,1,,,FM1404-85,,纸质,,,线下,C,FM1404-85,包装运输检验清单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.3,理化计量要求策划,,,信息流图-集成制造业务域-制造质量管理-14.8.3理化计量要求策划,试验申请单,是,试验申请单,1,,,FM1404-44,,OA,,,OA,C,FM1404-44,试验申请单,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.3,理化计量要求策划,,,信息流图-集成制造业务域-制造质量管理-14.8.3理化计量要求策划,试验文件,是,试验文件（自编技术文件）,,,,FM2310-45,,CPM,,,CPM,U,FM2310-45,试验文件,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.3,理化计量要求策划,,,信息流图-集成制造业务域-制造质量管理-14.8.3理化计量要求策划,试验确认单,是,试验确认单,1,,,无,FM1404-88,纸质,,,线下,C,FM1404-88,试验确认单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.4,理化计量要求执行,,,信息流图-集成制造业务域-制造质量管理-14.8.4理化计量要求执行,试验申请单,否,,,,,FM1404-44,,OA,,,OA,C/U/R,FM1404-44,试验申请单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.4,理化计量要求执行,,,信息流图-集成制造业务域-制造质量管理-14.8.4理化计量要求执行,试验报告,是,试验报告,1,,,FM1404-46,,纸质,,,线下,C,FM1404-46,试验报告,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.5,首件检验,,,信息流图-集成制造业务域-制造质量管理-14.8.5首件检验,检验更改申请单,是,检验更改申请单,1,,,FM1404-62,,MES,,,,,FM1404-62,检验更改申请单,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.5,首件检验,,,信息流图-集成制造业务域-制造质量管理-14.8.5首件检验,首件检验报告 - 产品件号符合性(首页),是,首件检验报告 - 产品件号符合性(首页),1,,,FM1404-64,,MES,,,,,FM1404-64,首件检验报告 - 产品件号符合性(首页),质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.5,首件检验,,,信息流图-集成制造业务域-制造质量管理-14.8.5首件检验,首件检验报告 - 产品件号符合性(续页),是,首件检验报告 - 产品件号符合性(续页),1,,,FM1404-64.1,,MES,,,,,FM1404-64.1,首件检验报告 - 产品件号符合性(续页),质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.5,首件检验,,,信息流图-集成制造业务域-制造质量管理-14.8.5首件检验,首件检验报告 - 产品核查（原材料、特殊过程和功能试验）,是,首件检验报告 - 产品核查（原材料、特殊过程和功能试验）,1,,,FM1404-66,,MES,,,,,FM1404-66,首件检验报告 - 产品核查（原材料、特殊过程和功能试验）,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.5,首件检验,,,信息流图-集成制造业务域-制造质量管理-14.8.5首件检验,首件检验报告 - 特性核查、验证和符合性评价,是,首件检验报告 - 特性核查、验证和符合性评价,1,,,FM1404-67,,MES,,,,,FM1404-67,首件检验报告 - 特性核查、验证和符合性评价,质量安全部,,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.5,首件检验,,,信息流图-集成制造业务域-制造质量管理-14.8.5首件检验,零组件首件检验计划和报告,是,首件检验报告编辑,,,,FM1404-69,,MES,,,MES/线下,C/U,FM1404-69,零组件首件检验计划和报告,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
14,集成制造,14.8,制造质量管理,14.8.5,首件检验,,,信息流图-集成制造业务域-制造质量管理-14.8.5首件检验,首件检验特性草图,是,首件检验报告编辑,,,,FM1404-70,,MES,,,MES,C/U,FM1404-70,首件检验特性草图,质量安全部,线上线下输出名称，如果在系统中，应该给出系统中的线上末级菜单名称,OK,集成制造/质量安全部一图三表汇总及信息流图/一图三表质量安全部汇总清单.xlsx,质量安全部,
