业务域编号,业务域,流程组编号,流程组名称,流程编号,流程名称,子流程编号,子流程名称,信息流图名称,业务表名称,是否输出业务项,线上线下输出物名称,对比业务表名称,SAP模块代码,SAP口令代码,目前表号,新表号,权威数据源系统1,权威数据源系统2,是否已挂附件,系统名称,操作,数据分布表编号,数据分布表名称,表责任部门,问题或建议,核查结果,来源文件,来源部门
14,集成制造,14.3,装配生产过程管理,14.3.5,计划执行监控,,,信息流图---计划执行监控,分层会议生产问题统计表,是,分层会议生产问题统计表,,,,FM140305-08,,纸质,,,纸质,C,FM140305-08,分层会议生产问题统计表,项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.3,装配生产过程管理,14.3.6,制造执行过程优化,,,信息流图---制造执行过程优化,制造执行过程优化记录表,是,制造执行过程优化记录表,,,,FM140306-01,,纸质,,,纸质,C,FM140306-01,制造执行过程优化记录表,项目管理部,,,集成制造/集成制造业务域一图三表汇总清单0929.xlsx,,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,架次流程图,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,主阶段计划,否,,0,,,,,,,,OA/ERP,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,项目启动文件,否,,0,,,,,,,,OA,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,工程图样,否,,0,,,,,,,,CPM,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,产能评估报告,否,,0,,,,,,,,CPM,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,1级工艺网络计划,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,2级工艺网络计划,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,产品制造的风险管理,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,制造总方案,否,,0,,,,,,,,线下,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,装配协调方案,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,PFMEA的使用,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,零件制造方案,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,生产线规划方案,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,BOM管理策划,否,,0,,,,,,,,线下,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,容差分配方案,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,互换和替换检查管理,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,装配系统图,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,包装运输技术策划,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,指令性交接状态表,否,,0,,,,,,,,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,项目合同,否,,0,,,,,,,,线下,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,分工指令,否,,0,,,,,,,,线下,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,,,,,14.4工艺策划,技术文件,否,,0,,,,,,,,CPM,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.1,工艺网络计划制定,,,信息流图-集成制造业务域-制造工艺策划-14.4.1工艺网络计划制定,主阶段计划,否,,0,,,,,,,,OA/ERP,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.1,工艺网络计划制定,,,信息流图-集成制造业务域-制造工艺策划-14.4.1工艺网络计划制定,工艺网络计划,否,,0,,,,,,,,CPM,C,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.1,工艺网络计划制定,,,信息流图-集成制造业务域-制造工艺策划-14.4.1工艺网络计划制定,1级工艺网络计划,是,自编技术文件,0,,,,,CPM,,是,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.1,工艺网络计划制定,,,信息流图-集成制造业务域-制造工艺策划-14.4.1工艺网络计划制定,2级工艺网络计划,是,自编技术文件,0,,,,,CPM,,是,CPM,U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.2,制造总方案制定,,,信息流图-集成制造业务域-制造工艺策划-14.4.2制造总方案的编制,产能评估报告,否,,0,,,,,,,,CPM,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.2,制造总方案制定,,,信息流图-集成制造业务域-制造工艺策划-14.4.2制造总方案的编制,制造总方案,是,自编技术文件,0,,,无,,CPM,,是,CPM,R/C/U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.2,制造总方案制定,,,信息流图-集成制造业务域-制造工艺策划-14.4.2制造总方案的编制,项目合同,否,,0,,,,,,,,线下,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.4,互换和替换检查管理,,,信息流图-集成制造业务域-制造工艺策划-14.4.4互换和替换检查控制,装配协调方案,否,,0,,,,,,,,CPM,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.4,互换和替换检查管理,,,信息流图-集成制造业务域-制造工艺策划-14.4.4互换和替换检查控制,互换替换检查技术条件,是,自编技术文件,0,,,,,CPM,,是,CPM,C/U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.4,互换和替换检查管理,,,信息流图-集成制造业务域-制造工艺策划-14.4.4互换和替换检查控制,互换替换检查计划,是,自编技术文件,0,,,,,CPM,,是,CPM,C/U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.4,互换和替换检查管理,,,信息流图-集成制造业务域-制造工艺策划-14.4.4互换和替换检查控制,互换性检查记录表,是,自编技术文件,0,,,FM1207-22,,线下WORD,,,线下,C/U,FM1207-22,产品互换特性检查记录,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.4,互换和替换检查管理,,,信息流图-集成制造业务域-制造工艺策划-14.4.4互换和替换检查控制,互换替换项目目录,是,自编技术文件,0,,,,,CPM,,是,CPM,C,N/A,N/A,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.4,制造工艺策划管理,14.4.8,包装运输技术策划,,,信息流图-集成制造业务域-制造工艺策划-14.4.8包装运输技术策划,包装运输技术方案,是,自编技术文件,0,,,,,线下WORD,,,线下,C/U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.2,关重件的控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.2关重件的控制,商务分工,否,,0,,,,,,,,OA,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.2,关重件的控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.2关重件的控制,分工指令,否,,0,,,,,,,,OA,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.2,关重件的控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.2关重件的控制,关重件工艺规程AO/FO,否,,0,,,,,,,,线下,R/U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.2,关重件的控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.2关重件的控制,关重件目录,是,自编技术文件,0,,,无,,CPM,,,线下/CPM,C/U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.2,关重件的控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.2关重件的控制,项目关重件目录汇总表,是,自编技术文件,0,,,无,,CPM,,,线下/CPM,C,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.2,关重件的控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.2关重件的控制,关键工序目录,是,自编技术文件,0,,,无,,CPM,,,线下/CPM,C/U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.2,关重件的控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.2关重件的控制,三定目录,是,自编技术文件,0,,,无,,CPM,,,线下/CPM,C/U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.3,关键特性（KC）控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.3关键特性（KC）控制,工程关键特性目录表,是,自编技术文件,0,,,,,CPM,,是,CPM,R/U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.3,关键特性（KC）控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.3关键特性（KC）控制,受控关键特性目录表,是,自编技术文件,0,,,,,CPM,,是,CPM,R/U,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.3,关键特性（KC）控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.3关键特性（KC）控制,工艺要求,否,,0,,,,,,,,线下,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
14,集成制造,14.5,制造工艺设计管理,14.5.3,关键特性（KC）控制,,,信息流图-集成制造业务域-制造工艺设计-14.5.3关键特性（KC）控制,产品安全分析结果,否,,0,,,,,,,,线下,R,,,科技创新部,,OK,集成制造/科技创新部一图三表汇总及信息流图/一图三表汇总清单-科技创新部20250930.xlsx,科技创新部,
